properties{
  x = 0,
  y = 0,
  width = 1000,
  height = 1000,
  min_layer = 0,
  max_layer = 2,
  world = "sword_test",
  floor = 1,
  tileset = "16",
  music = "tloz_dungeon",
}

tile{
  layer = 0,
  x = 624,
  y = 144,
  width = 240,
  height = 32,
  pattern = "22",
}

tile{
  layer = 0,
  x = 624,
  y = 176,
  width = 16,
  height = 48,
  pattern = "22",
}

tile{
  layer = 0,
  x = 848,
  y = 176,
  width = 16,
  height = 48,
  pattern = "22",
}

tile{
  layer = 1,
  x = 624,
  y = 224,
  width = 240,
  height = 208,
  pattern = "19",
}

tile{
  layer = 1,
  x = 8,
  y = 184,
  width = 120,
  height = 24,
  pattern = "9",
}

tile{
  layer = 1,
  x = 144,
  y = 184,
  width = 120,
  height = 24,
  pattern = "15",
}

tile{
  layer = 1,
  x = 8,
  y = 392,
  width = 120,
  height = 24,
  pattern = "9",
}

tile{
  layer = 1,
  x = 144,
  y = 392,
  width = 120,
  height = 24,
  pattern = "15",
}

tile{
  layer = 1,
  x = 144,
  y = 352,
  width = 120,
  height = 24,
  pattern = "16",
}

tile{
  layer = 1,
  x = 8,
  y = 352,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 144,
  y = 560,
  width = 120,
  height = 24,
  pattern = "16",
}

tile{
  layer = 1,
  x = 8,
  y = 560,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 144,
  y = 600,
  width = 120,
  height = 24,
  pattern = "15",
}

tile{
  layer = 1,
  x = 8,
  y = 600,
  width = 120,
  height = 24,
  pattern = "9",
}

tile{
  layer = 1,
  x = 144,
  y = 808,
  width = 120,
  height = 24,
  pattern = "15",
}

tile{
  layer = 1,
  x = 8,
  y = 808,
  width = 120,
  height = 24,
  pattern = "9",
}

tile{
  layer = 1,
  x = 144,
  y = 768,
  width = 120,
  height = 24,
  pattern = "16",
}

tile{
  layer = 1,
  x = 8,
  y = 768,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 904,
  y = 80,
  width = 24,
  height = 160,
  pattern = "7",
}

tile{
  layer = 1,
  x = 928,
  y = 16,
  width = 48,
  height = 960,
  pattern = "19",
}

tile{
  layer = 1,
  x = 928,
  y = 976,
  width = 80,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 616,
  y = 120,
  width = 160,
  height = 24,
  pattern = "9",
}

tile{
  layer = 1,
  x = 864,
  y = 464,
  width = 24,
  height = 96,
  pattern = "7",
}

tile{
  layer = 1,
  x = 560,
  y = 416,
  width = 24,
  height = 96,
  pattern = "7",
}

tile{
  layer = 1,
  x = 712,
  y = 976,
  width = 160,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 864,
  y = 672,
  width = 24,
  height = 320,
  pattern = "7",
}

tile{
  layer = 1,
  x = 600,
  y = 704,
  width = 24,
  height = 288,
  pattern = "5",
}

tile{
  layer = 1,
  x = 624,
  y = 624,
  width = 240,
  height = 352,
  pattern = "19",
}

tile{
  layer = 1,
  x = 448,
  y = 560,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 312,
  y = 560,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 312,
  y = 392,
  width = 120,
  height = 24,
  pattern = "9",
}

tile{
  layer = 1,
  x = 312,
  y = 352,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 448,
  y = 352,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 296,
  y = 912,
  width = 24,
  height = 64,
  pattern = "10",
}

tile{
  layer = 1,
  x = 296,
  y = 832,
  width = 24,
  height = 64,
  pattern = "5",
}

tile{
  layer = 1,
  x = -8,
  y = 808,
  width = 24,
  height = 24,
  pattern = "1",
}

tile{
  layer = 1,
  x = 256,
  y = 808,
  width = 24,
  height = 24,
  pattern = "2",
}

tile{
  layer = 1,
  x = -8,
  y = 832,
  width = 24,
  height = 64,
  pattern = "5",
}

tile{
  layer = 1,
  x = -8,
  y = 912,
  width = 24,
  height = 64,
  pattern = "10",
}

tile{
  layer = 1,
  x = -8,
  y = 976,
  width = 24,
  height = 24,
  pattern = "4",
}

tile{
  layer = 1,
  x = 256,
  y = 976,
  width = 24,
  height = 24,
  pattern = "3",
}

tile{
  layer = 1,
  x = 256,
  y = 832,
  width = 24,
  height = 64,
  pattern = "7",
}

tile{
  layer = 1,
  x = 256,
  y = 912,
  width = 24,
  height = 64,
  pattern = "11",
}

tile{
  layer = 1,
  x = 16,
  y = 976,
  width = 120,
  height = 24,
  pattern = "14",
}

tile{
  layer = 1,
  x = 136,
  y = 976,
  width = 120,
  height = 24,
  pattern = "16",
}

tile{
  layer = 1,
  x = 120,
  y = 976,
  width = 32,
  height = 24,
  pattern = "18",
}

tile{
  layer = 1,
  x = 296,
  y = 808,
  width = 24,
  height = 24,
  pattern = "1",
}

tile{
  layer = 1,
  x = 296,
  y = 832,
  width = 24,
  height = 64,
  pattern = "5",
}

tile{
  layer = 1,
  x = 296,
  y = 912,
  width = 24,
  height = 64,
  pattern = "10",
}

tile{
  layer = 1,
  x = 296,
  y = 976,
  width = 24,
  height = 24,
  pattern = "4",
}

tile{
  layer = 1,
  x = -8,
  y = 896,
  width = 24,
  height = 16,
  pattern = "12",
}

tile{
  layer = 1,
  x = -8,
  y = 880,
  width = 8,
  height = 48,
  pattern = "31",
}

tile{
  layer = 1,
  x = 16,
  y = 832,
  width = 240,
  height = 144,
  pattern = "19",
}

tile{
  layer = 1,
  x = 80,
  y = 944,
  width = 112,
  height = 32,
  pattern = "20",
}

tile{
  layer = 1,
  x = 112,
  y = 928,
  width = 48,
  height = 16,
  pattern = "20",
}

tile{
  layer = 1,
  x = 160,
  y = 928,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 1,
  x = 160,
  y = 896,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 1,
  x = 160,
  y = 864,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 1,
  x = 208,
  y = 864,
  width = 16,
