properties{
  x = 1968,
  y = 2696,
  width = 512,
  height = 496,
  min_layer = 0,
  max_layer = 2,
  world = "inside_world",
  tileset = "3",
  music = "light_world_dungeon",
}

tile{
  layer = 0,
  x = 72,
  y = 216,
  width = 80,
  height = 112,
  pattern = "3",
}

tile{
  layer = 0,
  x = 72,
  y = 216,
  width = 64,
  height = 8,
  pattern = "216",
}

tile{
  layer = 0,
  x = 288,
  y = 296,
  width = 8,
  height = 112,
  pattern = "218",
}

tile{
  layer = 0,
  x = 296,
  y = 376,
  width = 32,
  height = 48,
  pattern = "3",
}

tile{
  layer = 0,
  x = 64,
  y = 328,
  width = 48,
  height = 24,
  pattern = "226",
}

tile{
  layer = 0,
  x = 104,
  y = 344,
  width = 24,
  height = 96,
  pattern = "227",
}

tile{
  layer = 0,
  x = 128,
  y = 432,
  width = 208,
  height = 24,
  pattern = "226",
}

tile{
  layer = 0,
  x = 328,
  y = 400,
  width = 24,
  height = 32,
  pattern = "225",
}

tile{
  layer = 0,
  x = 176,
  y = 376,
  width = 96,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 328,
  y = 376,
  width = 112,
  height = 8,
  pattern = "217",
}

tile{
  layer = 0,
  x = 344,
  y = 384,
  width = 112,
  height = 24,
  pattern = "226",
}

tile{
  layer = 0,
  x = 136,
  y = 104,
  width = 96,
  height = 128,
  pattern = "3",
}

tile{
  layer = 0,
  x = 344,
  y = 120,
  width = 16,
  height = 176,
  pattern = "3",
}

tile{
  layer = 0,
  x = 384,
  y = 128,
  width = 64,
  height = 24,
  pattern = "226",
}

tile{
  layer = 0,
  x = 384,
  y = 264,
  width = 64,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 288,
  y = 264,
  width = 32,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 160,
  y = 256,
  width = 24,
  height = 128,
  pattern = "225",
}

tile{
  layer = 0,
  x = 312,
  y = 144,
  width = 24,
  height = 128,
  pattern = "227",
}

tile{
  layer = 0,
  x = 240,
  y = 144,
  width = 24,
  height = 96,
  pattern = "225",
}

tile{
  layer = 0,
  x = 256,
  y = 128,
  width = 64,
  height = 24,
  pattern = "226",
}

tile{
  layer = 0,
  x = 176,
  y = 240,
  width = 64,
  height = 24,
  pattern = "226",
}

tile{
  layer = 0,
  x = 232,
  y = 128,
  width = 8,
  height = 112,
  pattern = "219",
}

tile{
  layer = 0,
  x = 288,
  y = 96,
  width = 160,
  height = 8,
  pattern = "216",
}

tile{
  layer = 0,
  x = 136,
  y = 96,
  width = 80,
  height = 8,
  pattern = "216",
}

tile{
  layer = 0,
  x = 64,
  y = 192,
  width = 48,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 104,
  y = 88,
  width = 24,
  height = 112,
  pattern = "227",
}

tile{
  layer = 0,
  x = 128,
  y = 72,
  width = 64,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 184,
  y = 64,
  width = 24,
  height = 16,
  pattern = "227",
}

tile{
  layer = 0,
  x = 184,
  y = 40,
  width = 24,
  height = 24,
  pattern = "57",
}

tile{
  layer = 0,
  x = 104,
  y = 72,
  width = 24,
  height = 24,
  pattern = "57",
}

tile{
  layer = 0,
  x = 152,
  y = 80,
  width = 16,
  height = 24,
  pattern = "359",
}

tile{
  layer = 0,
  x = 144,
  y = 80,
  width = 8,
  height = 24,
  pattern = "361",
}

tile{
  layer = 0,
  x = 168,
  y = 80,
  width = 8,
  height = 24,
  pattern = "362",
}

tile{
  layer = 0,
  x = 184,
  y = 72,
  width = 24,
  height = 24,
  pattern = "68",
}

tile{
  layer = 0,
  x = 104,
  y = 192,
  width = 24,
  height = 24,
  pattern = "68",
}

tile{
  layer = 0,
  x = 40,
  y = 192,
  width = 24,
  height = 24,
  pattern = "57",
}

tile{
  layer = 0,
  x = 40,
  y = 216,
  width = 24,
  height = 112,
  pattern = "227",
}

tile{
  layer = 0,
  x = 128,
  y = 96,
  width = 8,
  height = 8,
  pattern = "212",
}

tile{
  layer = 0,
  x = 208,
  y = 96,
  width = 8,
  height = 8,
  pattern = "222",
}

tile{
  layer = 0,
  x = 208,
  y = 64,
  width = 8,
  height = 32,
  pattern = "218",
}

tile{
  layer = 0,
  x = 208,
  y = 64,
  width = 8,
  height = 8,
  pattern = "212",
}

tile{
  layer = 0,
  x = 128,
  y = 104,
  width = 8,
  height = 112,
  pattern = "218",
}

tile{
  layer = 0,
  x = 128,
  y = 216,
  width = 8,
  height = 8,
  pattern = "222",
}

tile{
  layer = 0,
  x = 64,
  y = 216,
  width = 8,
  height = 8,
  pattern = "212",
}

tile{
  layer = 0,
  x = 64,
  y = 224,
  width = 8,
  height = 96,
  pattern = "218",
}

tile{
  layer = 0,
  x = 208,
  y = 40,
  width = 32,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 288,
  y = 40,
  width = 24,
  height = 24,
  pattern = "58",
}

tile{
  layer = 0,
  x = 288,
  y = 64,
  width = 24,
  height = 16,
  pattern = "225",
}

tile{
  layer = 0,
  x = 304,
  y = 72,
  width = 144,
  height = 24,
  pattern = "224",
}

tile{
  layer = 0,
  x = 288,
  y = 72,
  width = 24,
  height = 24,
  pattern = "67",
}

tile{
  layer = 0,
  x = 328,
  y = 80,
  width = 16,
  height = 24,
  pattern = "359",
}

tile{
  layer = 0,
  x = 320,
  y = 80,
  width = 8,
  height = 24,
